plant_species,plant_accepted_name,plant_family
Solanum lycopersicon,Solanum lycopersicoides Dunal,Solanaceae
Byrsonima chrysophylla,Byrsonima chrysophylla Kunth,Malpighiaceae
Frankenia pauciflora var. gunnii,Frankenia pauciflora var. gunnii Summerh.,Frankeniaceae
Agave coetocapnia,Agave coetocapnia (M.Roem.) Govaerts & Thiede,Asparagaceae
Agave bulliana,Agave bulliana (Baker) Thiede & Eggli,Asparagaceae
Agave howardii,Agave howardii (Verh.-Will.) Thiede & Eggli,Asparagaceae
Agave zapopanensis,Agave zapopanensis (E.Solano & Ríos-Gómez) Thiede,Asparagaceae
Agave platyphylla,Agave platyphylla (Rose) Thiede & Eggli,Asparagaceae
Agave neopringlei,Agave neopringlei Thiede & Eggli,Asparagaceae
Agave scabra,Agave scabra Ortega,Asparagaceae
Agave debilis,Agave debilis A.Berger,Asparagaceae
Leiotulus aureus,Leiotulus aureus (Sm.) Pimenov & Ostr.,Apiaceae
Psittacanthus schiedeanus,Psittacanthus schiedeanus (Cham. & Schltdl.) G.Don,Loranthaceae
Salvia sclarea,Salvia sclarea L.,Lamiaceae
Leucojum aestivum,Leucojum aestivum L.,Amaryllidaceae
Haageocereus acranthus subsp. olowinskianus,Haageocereus acranthus subsp. olowinskianus (Backeb.) Ostolaza,Cactaceae
Puya ferruginea,Puya ferruginea (Ruiz & Pav.) L.B.Sm.,Bromeliaceae
Chaetostoma armatum,Chaetostoma armatum (Spreng.) Cogn.,Melastomataceae
Leandra aurea,Leandra aurea (Cham.) Cogn.,Melastomataceae
Lavoisiera imbricata,Lavoisiera imbricata DC.,Melastomataceae
Miconia hyemalis,Miconia hyemalis A.St.-Hil. & Naudin ex Naudin,Melastomataceae
Miconia ligustroides,Miconia ligustroides (DC.) Naudin,Melastomataceae
Miconia sellowiana,Miconia sellowiana Naudin,Melastomataceae
Miconia theaezans,Miconia theaezans (Bonpl.) Cogn.,Melastomataceae
Tibouchina hatschbachii,Tibouchina hatschbachii Wurdack,Melastomataceae
Tibouchina sellowiana,Tibouchina sellowiana Cogn.,Melastomataceae
Trembleya parviflora,Trembleya parviflora (D.Don) Cogn.,Melastomataceae
Tecoma fulva spp. altoandina,Tecoma fulva (Cav.) G.Don,Bignoniaceae
Ipomoea grandifolia,Ipomoea grandifolia (Dammer) O'Donell,Convolvulaceae
Phlox divaricata,Phlox divaricata L.,Polemoniaceae
Foeniculum vulgare Miller var. dulce Battandier & Trabut,Foeniculum vulgare Mill.,Apiaceae
Mentha spicata L.,Mentha spicata L.,Lamiaceae
Pedicularis oederi,Pedicularis oederi Vahl,Orobanchaceae
Pedicularis cystopteridifolia,Pedicularis cystopteridifolia Rydb.,Orobanchaceae
Pedicularis groenlandica,Pedicularis groenlandica Retz.,Orobanchaceae
Cyrtopodium hatschbachii,Cyrtopodium hatschbachii Pabst,Orchidaceae
Cyrtopodium paludicolum,Cyrtopodium paludicola Hoehne,Orchidaceae
Chaerophyllum coloratum,Chaerophyllum coloratum L.,Apiaceae
Veronica chamaedrys,Veronica chamaedrys L.,Plantaginaceae
Ebenus cretica,Ebenus cretica L.,Fabaceae
Jodina rhombifolia,Jodina rhombifolia (Hook. & Arn.) Hook. & Arn. ex Reissek,Santalaceae
Sanguinaria canadensis,Sanguinaria canadensis L.,Papaveraceae
Melochia tomentosa,Melochia tomentosa L.,Malvaceae
Pedicularis attollens,Pedicularis attollens A.Gray,Orobanchaceae
Pedicularis semibarbata,Pedicularis semibarbata A.Gray,Orobanchaceae
Pedicularis densiflora,Pedicularis densiflora Benth.,Orobanchaceae
Pedicularis densiflora aurantiaca,Pedicularis densiflora subsp. aurantiaca E.F.Sprague,Orobanchaceae
Cirsium purpuratum,Cirsium purpuratum Matsum.,Asteraceae
Eucryphia lucida,Eucryphia lucida (Labill.) Baill.,Cunoniaceae
Pleroma trichopodum,Pleroma trichopodum DC.,Melastomataceae
Zygophyllum macropterum,Zygophyllum macropterum C.A.Mey.,Zygophyllaceae
Eremurus anisopterus,Eremurus anisopterus Regel,Asphodelaceae
Iris tenuifolia,Iris tenuifolia Pall.,Iridaceae
Opuntia rastrera,Opuntia rastrera F.A.C.Weber,Cactaceae
Cistus creticus,Cistus creticus L.,Cistaceae
Crateva adansonii,Crateva adansonii DC.,Capparaceae
Tritoniopsis bicolor,Tritoniopsis bicolor J.C.Manning & Goldblatt,Iridaceae
Tritoniopsis burchellii,Tritoniopsis burchellii (N.E.Br.) Goldblatt,Iridaceae
Tritoniopsis caffra,Tritoniopsis caledonensis (R.C.Foster) G.J.Lewis,Iridaceae
Tritoniopsis caledonensis,Tritoniopsis caledonensis (R.C.Foster) G.J.Lewis,Iridaceae
Tritoniopsis elongata,Tritoniopsis elongata (L.Bolus) G.J.Lewis,Iridaceae
Tritoniopsis lesliei,Tritoniopsis lesliei L.Bolus,Iridaceae
Tritoniopsis nervosa,Tritoniopsis nervosa (Thunb.) Goldblatt,Iridaceae
Tritoniopsis parviflora,Tritoniopsis parviflora (Jacq.) G.J.Lewis,Iridaceae
Tritoniopsis toximontana,Tritoniopsis toximontana J.C.Manning & Goldblatt,Iridaceae
Tritoniopsis triticea,Tritoniopsis triticea (Burm.f.) Goldblatt,Iridaceae
Chiloglottis bifaria,Chiloglottis bifaria D.L.Jones,Orchidaceae
Chiloglottis aff. pluricallata,Chiloglottis R.Br.,Orchidaceae
Thismia hongkongensis,Thismia hongkongensis Mar & R.M.K.Saunders,Burmanniaceae
Solanum lycocarpum,Solanum lycocarpum A.St.-Hil.,Solanaceae
Flaveria ramosissima,Flaveria ramosissima Klatt,Asteraceae
Florestina pedata,Florestina pedata Cass.,Asteraceae
Parthenium bipinnatifidum,Parthenium bipinnatifidum (Ortega) Rollins,Asteraceae
Palicourea padifolia,Palicourea padifolia (Willd. ex Schult.) C.M.Taylor & Lorence,Rubiaceae
Gongora galeata,Gongora galeata (Lindl. ex Bosse) Rchb.f.,Orchidaceae
Ficus petiolaris,Ficus petiolaris Kunth,Moraceae
Cycas micronesica,Cycas micronesica K.D.Hill,Cycadaceae
Narcissus serotinus,Narcissus serotinus L.,Amaryllidaceae
Narcissus cavanillesii,Narcissus cavanillesii Barra & G.López,Amaryllidaceae
Mallotus japonicus,Mallotus japonicus (L.f.) Müll.Arg.,Euphorbiaceae
Passiflora edulis f. flavicarpa,Passiflora edulis f. flavicarpa O.Deg.,Passifloraceae
Gloxinia perennis,Gloxinia perennis Druce,NA
Telipogon peruvianus,Telipogon peruvianus T.Hashim.,Orchidaceae
Gesneria citrina,Gesneria citrina Urb.,Gesneriaceae
Gesneria cuneifolia,Gesneria cuneifolia Fritsch,Gesneriaceae
Gesneria reticulata,Gesneria reticulata Urb.,Gesneriaceae
Gesneria pedunculosa,Gesneria pedunculosa Fritsch,Gesneriaceae
Gesneria viridiflora subsp. sintenisii,Gesneria viridiflora subsp. sintenisii (Urb.) L.E.Skog,Gesneriaceae
Rhytidophyllum vernicosum,Rhytidophyllum vernicosum Urb. & Ekman,Gesneriaceae
Rhytidophyllum leucomallon,Rhytidophyllum leucomallon Hanst.,Gesneriaceae
Rhytidophyllum asperum,Rhytidophyllum asperum Alain,Gesneriaceae
Gesneria viridiflora sintenisii,Gesneria viridiflora subsp. sintenisii (Urb.) L.E.Skog,Gesneriaceae
Palicourea tetragona,Palicourea tetragona (Donn.Sm.) C.M.Taylor,Rubiaceae
Telminostelma foetidum,Telminostelma foetidum (Cav.) Fontella & E.A.Schwarz,Apocynaceae
Astrophytum myriostigma,Astrophytum myriostigma Lem.,Cactaceae
Salvia madrigalii,Salvia madrigalii Zamudio & Bedolla,Lamiaceae
Ceratozamia gigantea,"Ceratozamia gigantea Mart.-Domínguez, Nic.-Mor., D.W.Stev. & Gonz.-Aguilar",NA
Ceratozamia tenuis,Ceratozamia tenuis (Dyer) D.W.Stev. & Vovides,Zamiaceae
Dioon edule,Dioon edule Lindl.,Zamiaceae
Bourreria pulchra,Bourreria pulchra Millsp.,Boraginaceae
Clitoria sp.,Clitoria L.,Fabaceae
Cnidoscolus sp.,Cnidoscolus Pohl,Euphorbiaceae
Cordia dodecandra,Cordia dodecandra DC.,Boraginaceae
Dicliptera sexangularis,Dicliptera sexangularis (L.) Juss.,Acanthaceae
Morinda royoc,Morinda royoc L.,Rubiaceae
Psittacanthus mayanus,Psittacanthus mayanus Standl. & Steyerm.,Loranthaceae
Senna racemosa,Senna racemosa (Mill.) H.S.Irwin & Barneby,Fabaceae
Dalbergia granadillo,Dalbergia granadillo Pittier,Fabaceae
Dalbergia stevensonii,Dalbergia stevensonii Standl.,Fabaceae
Desmopsis terriflora,"Desmopsis terriflora G.E.Schatz, T.Wendt, Ortíz-Rodr. & Mart.-Vel.",Annonaceae
Gongora quinquenervis,Gongora quinquenervis Ruiz & Pav.,Orchidaceae
Paepalanthus bifidus,Paepalanthus bifidus (Schrad. ex Schult.) Kunth,Eriocaulaceae
Paepalanthus tortilis,Paepalanthus tortilis (Bong.) Mart. ex Körn.,Eriocaulaceae
Paepalanthus subtilis,Paepalanthus subtilis Miq.,Eriocaulaceae
Angelonia eriostachys,Angelonia eriostachys Benth.,Plantaginaceae
Angelonia goyazensis,Angelonia goyazensis Benth.,Plantaginaceae
Angelonia integerrima,Angelonia integerrima Spreng.,Plantaginaceae
Angelonia pubescens,Angelonia pubescens Benth.,Plantaginaceae
Basistemon silvaticus,Basistemon silvaticus (Herzog) Baehni & J.F.Macbr.,Plantaginaceae
Basistemon spinosus,Basistemon spinosus (Chodat) Moldenke,Plantaginaceae
Monttea chilensis,Monttea chilensis J.Gay,Plantaginaceae
Monttea schickendantzii,Monttea schickendantzii Griseb.,Plantaginaceae
Cipocereus crassisepalus,Cipocereus crassisepalus (Buining & Brederoo) Zappi & N.P.Taylor,Cactaceae
Rhipsalis neves-armondii,Rhipsalis neves-armondii K.Schum.,Cactaceae
Coryphantha elephantidens,Coryphantha elephantidens (Lem.) Lem.,Cactaceae
Parthenium argentatum,Parthenium argentatum A.Gray,Asteraceae
Cosmos bipinnatus,Cosmos bipinnatus Cav.,Asteraceae
Struthiola ciliata,Struthiola ciliata (L.) Lam.,Thymelaeaceae
Wahlenbergia capensis,Wahlenbergia capensis (L.) A.DC.,Campanulaceae
Wahlenbergia melanops,Wahlenbergia melanops Goldblatt & J.C.Manning,Campanulaceae
Wahlenbergia annularis,Wahlenbergia annularis A.DC.,Campanulaceae
Dipcadi brevifolium,Dipcadi brevifolium (Thunb.) Fourc.,Asparagaceae
Pelargonium incrassatum,Pelargonium incrassatum Sims,Geraniaceae
Pelargonium magenteum,Pelargonium magenteum J.J.A.Van der Walt,Geraniaceae
Bencomia exstipulata,Bencomia exstipulata Svent.,Rosaceae
Ribes ciliatum,Ribes ciliatum Humb. & Bonpl. ex Schult.,Grossulariaceae
Astragalus nitidiflorus,Astragalus nitidiflorus Jiménez & Pau,Fabaceae
Cipocereus minensis,Cipocereus minensis (Werderm.) F.Ritter,Cactaceae
Rhipsalis species complex,Rhipsalis communis (Pfeiff.) Mottet,NA
Aerangis brachycarpa,Aerangis brachycarpa (A.Rich.) T.Durand & Schinz,Orchidaceae
Aerangis confusa,Aerangis confusa J.Stewart,Orchidaceae
Aerangis thomsonii,Aerangis thomsonii (Rolfe) Schltr.,Orchidaceae
Aerangis kotschyana,Aerangis kotschyana (Rchb.f.) Schltr.,Orchidaceae
Rangaeris amaniensis,Rangaeris amaniensis (Kraenzl.) Summerh.,Orchidaceae
Ammocharis tinneana,Ammocharis tinneana (Kotschy & Peyr.) Milne-Redh. & Schweick.,Amaryllidaceae
Crinum macowanii,Crinum macowanii Baker,Amaryllidaceae
Aspilia jolyana,Aspilia jolyana G.M.Barroso,Asteraceae
Canna paniculata,Canna paniculata Ruiz & Pav.,Cannaceae
Pentanisia prunelloides,Pentanisia prunelloides (Klotzsch) Walp.,Rubiaceae
Pentanisia angustifolia,Pentanisia angustifolia (Hochst.) Hochst.,Rubiaceae
Aristolochia esperanzae,Aristolochia esperanzae Kuntze,Aristolochiaceae
Geissomeria pubescens,Geissomeria pubescens Nees,Acanthaceae
Dicliptera squarrosa,Dicliptera squarrosa Nees,Acanthaceae
Costus spiralis,Costus spiralis (Jacq.) Roscoe,Costaceae
Lepidagathis floribunda,Lepidagathis floribunda (Pohl) Kameyama,Acanthaceae
Palicourea macrobotrys,Palicourea macrobotrys (Ruiz & Pav.) Schult.,Rubiaceae
Bromelia goyazensis,Bromelia goyazensis Mez,Bromeliaceae
Helicteres brevispira,Helicteres brevispira A.Juss.,Malvaceae
Ilex pedunculosa,Ilex pedunculosa Miq.,Aquifoliaceae
Ilex serrata,Ilex serrata Royle,NA
Ilex crenata,Ilex crenata Thunb.,Aquifoliaceae
Arisaema maekawae,Arisaema maekawae J.Murata & S.Kakish.,Araceae
Arisaema angustatum,Arisaema angustatum Franch. & Sav.,Araceae
Arisaema peninsulae,Arisaema peninsulae Nakai,Araceae
Arisaema ovale,Arisaema ovale Nakai,Araceae
Arisaema pseudoangustatum var. pseudoangustatum,Arisaema pseudoangustatum var. pseudoangustatum ,Araceae
Pinellia tripartita,Pinellia tripartita (Blume) Schott,Araceae
Nierembergia browallioides,Nierembergia browallioides Griseb.,Solanaceae
Nierembergia tucumanensis,Nierembergia tucumanensis Millán,Solanaceae
Nierembergia pulchella var. macrocalyx,Nierembergia pulchella var. macrocalyx (Millán) A.A.Cocucci & Hunz.,Solanaceae
Nierembergia pulchella var. pulchella,Nierembergia pulchella var. pulchella ,Solanaceae
Nierembergia linariifolia var. linariifolia,Nierembergia linariifolia var. linariifolia ,Solanaceae
Nierembergia veitchii,Nierembergia veitchii Hook.,Solanaceae
Teucrium polium,Teucrium polium L.,Lamiaceae
Satureja thymbra,Satureja thymbra L.,Lamiaceae
Thymus capitatus,Thymus capitatus (L.) Hoffmanns. & Link,Lamiaceae
Heliotropium styligerum,Heliotropium styligerum Trautv.,Boraginaceae
Heliotropium ellipticum,Heliotropium ellipticum Ledeb.,Boraginaceae
Frankenia laevis,Frankenia laevis L.,Frankeniaceae
Pulicaria mauritanica,Pulicaria mauritanica Coss.,NA
Cladanthus arabicus,Cladanthus arabicus (L.) Cass.,Asteraceae
Asteriscus graveolens,Asteriscus graveolens (Forssk.) Less.,Asteraceae
Trifolium cf. physodes,Trifolium Tourn. ex L.,Fabaceae
Trifolium cf. medium,Trifolium Tourn. ex L.,Fabaceae
Trifolium cf. ochroleucum,Trifolium Tourn. ex L.,Fabaceae
Trifolium resupinatum,Trifolium resupinatum L.,Fabaceae
Trifolium clusii,Trifolium clusii Godr.,Fabaceae
Trifolium pauciflorum,Trifolium pauciflorum Torr. & A.Gray,Fabaceae
Trifolium smyrnaceum,Trifolium smyrnaeum Boiss.,Fabaceae
Trifolium campestre,Trifolium campestre Schreb.,Fabaceae
Terminalia prunioides,Terminalia prunioides M.A.Lawson,Combretaceae
Terminalia sericea,Terminalia sericea Burch. ex DC.,Combretaceae
Peltophorum africanum,Peltophorum africanum Sond.,Fabaceae
Ziziphus mucronata,Ziziphus mucronata Willd.,Rhamnaceae
Grewia bicolor,Grewia bicolor Juss.,Malvaceae
Berchemia zeyheri,Berchemia zeyheri (Sond.) Grubov,Rhamnaceae
Bolusanthus speciosus,Bolusanthus speciosus (Bolus) Harms,Fabaceae
Pavetta catophylla,Pavetta catophylla K.Schum.,Rubiaceae
Vaccinium uliginosum ssp. uliginosum,Vaccinium uliginosum subsp. uliginosum ,Ericaceae
Cajanus cajan,Cajanus cajan (L.) Millsp.,Fabaceae
Nemophila menziesii var. atomaria,Nemophila menziesii subsp. atomaria (Fisch. & C.A.Mey.) Brand,Boraginaceae
Erica shannonea,Erica shannonea Andrews,Ericaceae
Erica ampullacea,Erica ampullacea Curtis,Ericaceae
Pentagonia macrophylla,Pentagonia macrophylla Benth.,Rubiaceae
Pavonia dasypetala,Pavonia dasypetala Turcz.,Malvaceae
Opuntia imbricata,Opuntia imbricata (Haw.) DC.,Cactaceae
Besseya bullii,Besseya bullii (Eaton) Rydb.,Plantaginaceae
Tournefortia rufo-sericea,Tournefortia rufo-sericea Hook.f.,Boraginaceae
Ipomoea habeliana,Ipomoea habeliana Oliv.,Convolvulaceae
Clerodendrum molle var. glabrescens,Clerodendrum molle var. glabrescens Svenson,Lamiaceae
Ficus benjamina,Ficus benjamina L.,Moraceae
Ficus obliqua,Ficus obliqua G.Forst.,Moraceae
Discaria americana,Discaria americana Gillies & Hook.,Rhamnaceae
Frangula alnus subsp. baetica,Frangula alnus subsp. baetica (Reverchon & Willk.) Rivas Goday ex Devesa,Rhamnaceae
Discaria nana,Discaria nana (Gay) Weberb.,Rhamnaceae
Retanilla patagonica,Retanilla patagonica (Speg.) Tortosa,Rhamnaceae
Colletia spinosissima,Colletia spinosissima J.F.Gmel.,Rhamnaceae
Discaria trinervis,Discaria trinervis Reiche,Rhamnaceae
Ipomoea carnea subs. fistulosa,Ipomoea carnea Jacq.,Convolvulaceae
Gastrodia similis,Gastrodia similis Bosser,Orchidaceae
Styrax ferrugineus,Styrax ferrugineus Nees & Mart.,Styracaceae
Deutzia discolor,Deutzia discolor Hemsl.,Hydrangeaceae
Deutzia gracilis,Deutzia gracilis Siebold & Zucc.,Hydrangeaceae
Deutzia x magnifica cv. Erecta,Deutzia ser. Brevilobae S.M.Hwang,NA
Deutzia scabra,Deutzia scabra Thunb.,Hydrangeaceae
Deutzia scabra cv. Candidissima,Deutzia scabra Thunb.,Hydrangeaceae
Deutzia scabra cv. Watereri,Deutzia scabra Thunb.,Hydrangeaceae
Arisaema sikokianum,Arisaema sikokianum Franch. & Sav.,Araceae
Arisaema tosaense,Arisaema tosaense Makino,Araceae
Rhus trichocarpa,Rhus trichocarpa Miq.,Anacardiaceae
Aphelandra hartwegiana,Aphelandra hartwegiana Nees ex Benth.,Acanthaceae
Aphelandra lingua-bovis,Aphelandra lingua-bovis Leonard,Acanthaceae
Aphelandra storkii,Aphelandra storkii Leonard,Acanthaceae
Aphelandra golfodulcensis,Aphelandra golfodulcensis McDade,Acanthaceae
Aphelandra panamensis,Aphelandra panamensis McDade,Acanthaceae
Aphelandra leonardii,Aphelandra leonardii McDade,Acanthaceae
Aphelandra sinclairiana,Aphelandra sinclairiana Nees,Acanthaceae
Aphelandra terryae,Aphelandra terryae Standl.,Acanthaceae
Aphelandra deppeana,Aphelandra deppeana Schltdl. & Cham.,Acanthaceae
Isertia haenkeana,Isertia haenkeana DC.,Rubiaceae
Palicourea guianense,Palicourea guianensis Aubl.,Rubiaceae
Ferocactus cylindraceus,Ferocactus cylindraceus (Engelm.) Orcutt,Cactaceae
Ferocactus wislizeni,Ferocactus wislizeni (Engelm.) Britton & Rose,Cactaceae
Chapmannia floridana,Chapmannia floridana Torr. & A.Gray,Fabaceae
Geranium macrorrhizum,Geranium macrorrhizum L.,Geraniaceae
Geranium platypetalum,Geranium platypetalum Fisch. & C.A.Mey.,Geraniaceae
Geranium sanguineum,Geranium sanguineum L.,Geraniaceae
Faramea cyanea,Faramea cyanea Müll.Arg.,Rubiaceae
Cheiridopsis denticulata,Cheiridopsis denticulata (Haw.) N.E.Br.,Aizoaceae
Cheiridopsis imitans,Cheiridopsis imitans L.Bolus,Aizoaceae
Ruschia goodiae,Ruschia goodiae L.Bolus,Aizoaceae
Leipoldtia schultzei,Leipoldtia schultzei (Schltr. & Diels) Friedrich,Aizoaceae
Pelargonium tricolor,Pelargonium tricolor Curtis,Geraniaceae
Colletia ulicina,Colletia ulicina Gillies & Hook.,Rhamnaceae
Adesmia hemisphaerica,Adesmia hemisphaerica Hauman,Fabaceae
Atamisquea emarginata,Atamisquea emarginata Miers ex Hook. & Arn.,Capparaceae
Discaria chacaye,Discaria chacaye (G.Don) Tortosa,Rhamnaceae
Discaria articulata,Discaria articulata Miers,Rhamnaceae
Ochetophila trinervis,Ochetophila trinervis Poepp. ex Endl.,Rhamnaceae
Mimulus luteus,Mimulus luteus L.,Phrymaceae
Erythranthe lutea,Erythranthe lutea (L.) G.L.Nesom,Phrymaceae
Streptanthus polygaloides,Streptanthus polygaloides A.Gray,Brassicaceae
Streptanthus tortuosus,Streptanthus tortuosus Kellogg,Brassicaceae
Befaria resinosa,Befaria Mutis,NA
Erysimum teretifolium,Erysimum teretifolium Eastw.,Brassicaceae
Byrsonima umbellata,Byrsonima umbellata Mart. ex A.Juss.,Malpighiaceae
Byrsonima rotunda,Byrsonima rotunda Griseb.,Malpighiaceae
Asclepias curassavica,Asclepias curassavica L.,Apocynaceae
Eschweilera tetrapetala,Eschweilera tetrapetala S.A.Mori,Lecythidaceae
Megacodon stylophorus,Megacodon stylophorus (C.B.Clarke) Harry Sm.,Gentianaceae
Luffa aegyptiaca,Luffa aegyptiaca Mill.,Cucurbitaceae
Agonis flexuosa,Agonis flexuosa (Willd.) Sweet,Myrtaceae
Eucalyptus marginata,Eucalyptus marginata Donn ex Sm.,Myrtaceae
Unidentified Asteraceae,NA,NA
Scadoxus cinnabarinus,Scadoxus cinnabarinus (Decne.) Friis & Nordal,Amaryllidaceae
Distephanus biafrae,Distephanus biafrae (Oliv. & Hiern) H.Rob.,Asteraceae
Uvariopsis dioica,Uvariopsis dioica (Diels) Robyns & Ghesq.,Annonaceae
Iliamna latibracteata,Iliamna latibracteata Wiggins,Malvaceae
Senna reniformis,Senna reniformis (G.Don) H.S.Irwin & Barneby,Fabaceae
Psychotria prunifolia,Psychotria prunifolia (Kunth) Steyerm.,Rubiaceae
Psychotria hofmannseggiana,Psychotria hoffmannseggiana (Willd. ex Schult.) Müll.Arg.,Rubiaceae
Solanum quitoense,Solanum quitoense Lam.,Solanaceae
Pulsatilla grandis,Pulsatilla grandis Wender.,Ranunculaceae
Duvalia pubescens,Duvalia pubescens N.E.Br.,Apocynaceae
Orbea namaquensis,Orbea namaquensis (N.E.Br.) L.C.Leach,Apocynaceae
Stapelia gariepensis,Stapelia gariepensis Pillans,Apocynaceae
Huernia namaquensis,Huernia namaquensis Pillans,Apocynaceae
Miconia calvescens,Miconia calvescens DC.,Melastomataceae
Ageratum conyzoides,Ageratum conyzoides L.,Asteraceae
Caesulia axillaris,Caesulia axillaris Roxb.,Asteraceae
Tridax procumbens,Tridax procumbens L.,Asteraceae
Angraecum cadetii,Angraecum cadetii Bosser,Orchidaceae
Cotula turbinata,Cotula turbinata L.,Asteraceae
Meriania macrophylla,Meriania macrophylla (Benth.) Triana,Melastomataceae
Desmodium grahamii,Desmodium grahamii A.Gray,Fabaceae
Campanula glomerata,Campanula glomerata L.,Campanulaceae
Campanula rapunculoides,Campanula rapunculoides L.,Campanulaceae
Campanula trachelium,Campanula trachelium L.,Campanulaceae
Catasetum maranhense,Catasetum maranhense Lacerda & Silva,Orchidaceae
Lotus pedunculatus,Lotus pedunculatus Cav.,Fabaceae
Hieracium lepidulum,Hieracium lepidulum Stenstr.,NA
Hieracium pilosella,Hieracium pilosella L.,Asteraceae
Stachys germanica,Stachys germanica L.,Lamiaceae
Ficus ottoniifolia ottoniifolia,Ficus ottoniifolia subsp. lucanda (Ficalho) C.C.Berg,Moraceae
Erythrina speciosa,Erythrina speciosa Tod.,Fabaceae
Tassadia cf. martiana,Tassadia Decne.,Apocynaceae
Tassadia cf. obovata,Tassadia Decne.,Apocynaceae
Silene regia,Silene regia Sims,Caryophyllaceae
Sagittaria montevidensis subsp. montevidensis,Sagittaria montevidensis subsp. montevidensis ,Alismataceae
Catasetum uncatum,Catasetum uncatum Rolfe,Orchidaceae
Turnera hermannioides,Turnera hermannioides Cambess.,Passifloraceae
Cryptanthus burle-marxii,Cryptanthus burle-marxii Leme,Bromeliaceae
Sparaxis villosa,Sparaxis villosa (Burm.f.) Goldblatt,Iridaceae
Smilax fluminensis,Smilax fluminensis Steud.,Smilacaceae
Protium subserratum,Protium subserratum (Engl.) Engl.,Burseraceae
Dahlstedtia pinnata,Dahlstedtia pinnata (Benth.) Malme,Fabaceae
Penstemon centranthifolius,Penstemon centranthifolius (Benth.) Benth.,Plantaginaceae
Lonicera japonica,Lonicera japonica Thunb.,Caprifoliaceae
Albizia julibrissin,Albizia julibrissin Durazz.,Fabaceae
Clerodendrum trichotomum,Clerodendrum trichotomum Thunb.,Lamiaceae
Oenothera stricta,Oenothera stricta Ledeb.,Onagraceae
Angelica decursiva,Angelica decursiva Franch. & Sav.,Apiaceae
